Name,Address,Blocks,Units,Unit Rate,MoM,Trans Record,For Sale,For Rent,Estate Link,Region,District,Subdistrict,Code
84 First Street,84 First Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/84-First-Street/2-TTXDTHDAHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
381-383 Queen's Road West,381-383 Queen's Road West,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/381-383-Queen-s-Road-West/2-TTXHIHNOHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
301 Queen's Road West,301 Queen's Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/301-Queen-s-Road-West/2-TTXLZHNEHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
88-90 High Street,88-90 High Street,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/88-90-High-Street/2-TTXNIHDEHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
320 Queen's Road West,320 Queen's Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/320-Queen-s-Road-West/2-TTXSTHXHHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
21 Kwai Heung Street,21 Kwai Heung Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/21-Kwai-Heung-Street/2-TTXTZHZRHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Hing Pont House,3-7 Sung Hing Lane,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/Hing-Pont-House/2-TTXXIHIRHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Wing Lee Building,18-24 Kwai Heung Street,1,78,--,--,--,--,--,https://hk.centanet.com/estate/en/Wing-Lee-Building/2-TTXXZHZOHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
West Grand Court (Wang Lap Court),403-405 Queen's Road West,1,23,--,--,--,--,--,https://hk.centanet.com/estate/en/West-Grand-Court-Wang-Lap-Court/2-TTXZIHNXHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Kam Lun Mansion,39-41 High Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/Kam-Lun-Mansion/2-TTZHZHDJHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Siu Tak Building,124-126 High Street,1,14,--,--,--,--,--,https://hk.centanet.com/estate/en/Siu-Tak-Building/2-TTZLIHDAHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
299 Queen's Road West,299 Queen's Road West,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/299-Queen-s-Road-West/2-TTZLZHNAHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Cheong Kwei Building,2-4 Kwai Heung Street,1,20,--,--,--,--,--,https://hk.centanet.com/estate/en/Cheong-Kwei-Building/2-TTZMZHZHHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
8-10 Water Street,8-10 Water Street,1,14,--,--,--,--,--,https://hk.centanet.com/estate/en/8-10-Water-Street/2-TTZNTHLYHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
77 First Street,77 First Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/77-First-Street/2-TTZSIHMRHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
1D High Street,1D High Street,1,9,--,--,--,--,--,https://hk.centanet.com/estate/en/1D-High-Street/2-TTZTTHMVHD,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
12 Western Street,12 Western Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/12-Western-Street/2-TTZTZHLRHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
255-257 Des Voeux Road West,255-257 Des Voeux Road West,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/255-257-Des-Voeux-Road-West/2-TTZXZHTAHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Rex Building,399-401 Queen's Road West,1,40,--,--,--,--,--,https://hk.centanet.com/estate/en/Rex-Building/2-TTZZIHNVHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
6A-6B Water Street,6A-6B Water Street,1,11,--,--,--,--,--,https://hk.centanet.com/estate/en/6A-6B-Water-Street/2-TTZZTHLHHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
48-50 Second Street,48-50 Second Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/48-50-Second-Street/2-TTZZZHIRHM,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
